1554.800000,3.0370E-004,1554.800000,3.0370E-004,1554.800000,3.0370E-004
1554.850000,3.0640E-004,1554.850000,3.0640E-004,1554.850000,3.0640E-004
1554.900000,3.0870E-004,1554.900000,3.0870E-004,1554.900000,3.0870E-004
1554.950000,3.1030E-004,1554.950000,3.1030E-004,1554.950000,3.1030E-004
1555.000000,3.1120E-004,1555.000000,3.1120E-004,1555.000000,3.1120E-004
1555.050000,3.1320E-004,1555.050000,3.1320E-004,1555.050000,3.1320E-004
1555.100000,3.1650E-004,1555.100000,3.1650E-004,1555.100000,3.1650E-004
1555.150000,3.1850E-004,1555.150000,3.1850E-004,1555.150000,3.1850E-004
1555.200000,3.2030E-004,1555.200000,3.2030E-004,1555.200000,3.2030E-004
1555.250000,3.2130E-004,1555.250000,3.2130E-004,1555.250000,3.2130E-004
1555.300000,3.2230E-004,1555.300000,3.2230E-004,1555.300000,3.2230E-004
1555.350000,3.2530E-004,1555.350000,3.2530E-004,1555.350000,3.2530E-004
1555.400000,3.2850E-004,1555.400000,3.2850E-004,1555.400000,3.2850E-004
1555.450000,3.3020E-004,1555.450000,3.3020E-004,1555.450000,3.3020E-004
1555.500000,3.3110E-004,1555.500000,3.3110E-004,1555.500000,3.3110E-004
1555.550000,3.3240E-004,1555.550000,3.3240E-004,1555.550000,3.3240E-004
1555.600000,3.3450E-004,1555.600000,3.3450E-004,1555.600000,3.3450E-004
1555.650000,3.3730E-004,1555.650000,3.3730E-004,1555.650000,3.3730E-004
1555.700000,3.4010E-004,1555.700000,3.4010E-004,1555.700000,3.4010E-004
1555.750000,3.4140E-004,1555.750000,3.4140E-004,1555.750000,3.4140E-004
1555.800000,3.4220E-004,1555.800000,3.4220E-004,1555.800000,3.4220E-004
1555.850000,3.4420E-004,1555.850000,3.4420E-004,1555.850000,3.4420E-004
1555.900000,3.4640E-004,1555.900000,3.4640E-004,1555.900000,3.4640E-004
1555.950000,3.4900E-004,1555.950000,3.4900E-004,1555.950000,3.4900E-004
1556.000000,3.5080E-004,1556.000000,3.5080E-004,1556.000000,3.5080E-004
1556.050000,3.5180E-004,1556.050000,3.5180E-004,1556.050000,3.5180E-004
1556.100000,3.5230E-004,1556.100000,3.5230E-004,1556.100000,3.5230E-004
1556.150000,3.5520E-004,1556.150000,3.5520E-004,1556.150000,3.5520E-004
1556.200000,3.5850E-004,1556.200000,3.5850E-004,1556.200000,3.5850E-004
1556.250000,3.5990E-004,1556.250000,3.5990E-004,1556.250000,3.5990E-004
1556.300000,3.6030E-004,1556.300000,3.6030E-004,1556.300000,3.6030E-004
1556.350000,3.6160E-004,1556.350000,3.6160E-004,1556.350000,3.6160E-004
1556.400000,3.6320E-004,1556.400000,3.6320E-004,1556.400000,3.6320E-004
1556.450000,3.6630E-004,1556.450000,3.6630E-004,1556.450000,3.6630E-004
1556.500000,3.6880E-004,1556.500000,3.6880E-004,1556.500000,3.6880E-004
1556.550000,3.6940E-004,1556.550000,3.6940E-004,1556.550000,3.6940E-004
1556.600000,3.7000E-004,1556.600000,3.7000E-004,1556.600000,3.7000E-004
1556.650000,3.7170E-004,1556.650000,3.7170E-004,1556.650000,3.7170E-004
1556.700000,3.7510E-004,1556.700000,3.7510E-004,1556.700000,3.7510E-004
1556.750000,3.7670E-004,1556.750000,3.7670E-004,1556.750000,3.7670E-004
1556.800000,3.7850E-004,1556.800000,3.7850E-004,1556.800000,3.7850E-004
1556.850000,3.7880E-004,1556.850000,3.7880E-004,1556.850000,3.7880E-004
1556.900000,3.7930E-004,1556.900000,3.7930E-004,1556.900000,3.7930E-004
1556.950000,3.8160E-004,1556.950000,3.8160E-004,1556.950000,3.8160E-004
1557.000000,3.8440E-004,1557.000000,3.8440E-004,1557.000000,3.8440E-004
1557.050000,3.8570E-004,1557.050000,3.8570E-004,1557.050000,3.8570E-004
1557.100000,3.8590E-004,1557.100000,3.8590E-004,1557.100000,3.8590E-004
1557.150000,3.8670E-004,1557.150000,3.8670E-004,1557.150000,3.8670E-004
1557.200000,3.8810E-004,1557.200000,3.8810E-004,1557.200000,3.8810E-004
1557.250000,3.9090E-004,1557.250000,3.9090E-004,1557.250000,3.9090E-004
1557.300000,3.9220E-004,1557.300000,3.9220E-004,1557.300000,3.9220E-004
1557.350000,3.9330E-004,1557.350000,3.9330E-004,1557.350000,3.9330E-004
1557.400000,3.9300E-004,1557.400000,3.9300E-004,1557.400000,3.9300E-004
1557.450000,3.9420E-004,1557.450000,3.9420E-004,1557.450000,3.9420E-004
1557.500000,3.9690E-004,1557.500000,3.9690E-004,1557.500000,3.9690E-004
1557.550000,3.9870E-004,1557.550000,3.9870E-004,1557.550000,3.9870E-004
1557.600000,3.9930E-004,1557.600000,3.9930E-004,1557.600000,3.9930E-004
1557.650000,3.9990E-004,1557.650000,3.9990E-004,1557.650000,3.9990E-004
1557.700000,3.9990E-004,1557.700000,3.9990E-004,1557.700000,3.9990E-004
1557.750000,4.0170E-004,1557.750000,4.0170E-004,1557.750000,4.0170E-004
1557.800000,4.0380E-004,1557.800000,4.0380E-004,1557.800000,4.0380E-004
1557.850000,4.0460E-004,1557.850000,4.0460E-004,1557.850000,4.0460E-004
1557.900000,4.0380E-004,1557.900000,4.0380E-004,1557.900000,4.0380E-004
1557.950000,4.0420E-004,1557.950000,4.0420E-004,1557.950000,4.0420E-004
1558.000000,4.0620E-004,1558.000000,4.0620E-004,1558.000000,4.0620E-004
1558.050000,4.0760E-004,1558.050000,4.0760E-004,1558.050000,4.0760E-004
1558.100000,4.0910E-004,1558.100000,4.0910E-004,1558.100000,4.0910E-004
1558.150000,4.0850E-004,1558.150000,4.0850E-004,1558.150000,4.0850E-004
1558.200000,4.0810E-004,1558.200000,4.0810E-004,1558.200000,4.0810E-004
1558.250000,4.0900E-004,1558.250000,4.0900E-004,1558.250000,4.0900E-004
1558.300000,4.1130E-004,1558.300000,4.1130E-004,1558.300000,4.1130E-004
1558.350000,4.1160E-004,1558.350000,4.1160E-004,1558.350000,4.1160E-004
1558.400000,4.1170E-004,1558.400000,4.1170E-004,1558.400000,4.1170E-004
1558.450000,4.1060E-004,1558.450000,4.1060E-004,1558.450000,4.1060E-004
1558.500000,4.1040E-004,1558.500000,4.1040E-004,1558.500000,4.1040E-004
1558.550000,4.1150E-004,1558.550000,4.1150E-004,1558.550000,4.1150E-004
1558.600000,4.1350E-004,1558.600000,4.1350E-004,1558.600000,4.1350E-004
1558.650000,4.1300E-004,1558.650000,4.1300E-004,1558.650000,4.1300E-004
1558.700000,4.1120E-004,1558.700000,4.1120E-004,1558.700000,4.1120E-004
1558.750000,4.0980E-004,1558.750000,4.0980E-004,1558.750000,4.0980E-004
1558.800000,4.1140E-004,1558.800000,4.1140E-004,1558.800000,4.1140E-004
1558.850000,4.1190E-004,1558.850000,4.1190E-004,1558.850000,4.1190E-004
1558.900000,4.1220E-004,1558.900000,4.1220E-004,1558.900000,4.1220E-004
1558.950000,4.1070E-004,1558.950000,4.1070E-004,1558.950000,4.1070E-004
1559.000000,4.0920E-004,1559.000000,4.0920E-004,1559.000000,4.0920E-004
1559.050000,4.0930E-004,1559.050000,4.0930E-004,1559.050000,4.0930E-004
1559.100000,4.1040E-004,1559.100000,4.1040E-004,1559.100000,4.1040E-004
1559.150000,4.1060E-004,1559.150000,4.1060E-004,1559.150000,4.1060E-004
1559.200000,4.1000E-004,1559.200000,4.1000E-004,1559.200000,4.1000E-004
1559.250000,4.0850E-004,1559.250000,4.0850E-004,1559.250000,4.0850E-004
1559.300000,4.0740E-004,1559.300000,4.0740E-004,1559.300000,4.0740E-004
1559.350000,4.0840E-004,1559.350000,4.0840E-004,1559.350000,4.0840E-004
1559.400000,4.0830E-004,1559.400000,4.0830E-004,1559.400000,4.0830E-004
1559.450000,4.0820E-004,1559.450000,4.0820E-004,1559.450000,4.0820E-004
1559.500000,4.0660E-004,1559.500000,4.0660E-004,1559.500000,4.0660E-004
1559.550000,4.0540E-004,1559.550000,4.0540E-004,1559.550000,4.0540E-004
1559.600000,4.0560E-004,1559.600000,4.0560E-004,1559.600000,4.0560E-004
1559.650000,4.0600E-004,1559.650000,4.0600E-004,1559.650000,4.0600E-004
1559.700000,4.0600E-004,1559.700000,4.0600E-004,1559.700000,4.0600E-004
1559.750000,4.0390E-004,1559.750000,4.0390E-004,1559.750000,4.0390E-004
1559.800000,4.0250E-004,1559.800000,4.0250E-004,1559.800000,4.0250E-004
1559.850000,4.0220E-004,1559.850000,4.0220E-004,1559.850000,4.0220E-004
1559.900000,4.0280E-004,1559.900000,4.0280E-004,1559.900000,4.0280E-004
1559.950000,4.0250E-004,1559.950000,4.0250E-004,1559.950000,4.0250E-004
1560.000000,4.0100E-004,1560.000000,4.0100E-004,1560.000000,4.0100E-004
1560.050000,3.9860E-004,1560.050000,3.9860E-004,1560.050000,3.9860E-004
1560.100000,3.9760E-004,1560.100000,3.9760E-004,1560.100000,3.9760E-004
1560.150000,3.9800E-004,1560.150000,3.9800E-004,1560.150000,3.9800E-004
1560.200000,3.9870E-004,1560.200000,3.9870E-004,1560.200000,3.9870E-004
1560.250000,3.9760E-004,1560.250000,3.9760E-004,1560.250000,3.9760E-004
1560.300000,3.9500E-004,1560.300000,3.9500E-004,1560.300000,3.9500E-004
1560.350000,3.9360E-004,1560.350000,3.9360E-004,1560.350000,3.9360E-004
1560.400000,3.9310E-004,1560.400000,3.9310E-004,1560.400000,3.9310E-004
1560.450000,3.9350E-004,1560.450000,3.9350E-004,1560.450000,3.9350E-004
1560.500000,3.9330E-004,1560.500000,3.9330E-004,1560.500000,3.9330E-004
1560.550000,3.9120E-004,1560.550000,3.9120E-004,1560.550000,3.9120E-004
1560.600000,3.8920E-004,1560.600000,3.8920E-004,1560.600000,3.8920E-004
1560.650000,3.8810E-004,1560.650000,3.8810E-004,1560.650000,3.8810E-004
1560.700000,3.8840E-004,1560.700000,3.8840E-004,1560.700000,3.8840E-004
1560.750000,3.8810E-004,1560.750000,3.8810E-004,1560.750000,3.8810E-004
1560.800000,3.8650E-004,1560.800000,3.8650E-004,1560.800000,3.8650E-004
1560.850000,3.8450E-004,1560.850000,3.8450E-004,1560.850000,3.8450E-004
1560.900000,3.8290E-004,1560.900000,3.8290E-004,1560.900000,3.8290E-004
1560.950000,3.8210E-004,1560.950000,3.8210E-004,1560.950000,3.8210E-004
1561.000000,3.8260E-004,1561.000000,3.8260E-004,1561.000000,3.8260E-004
1561.050000,3.8130E-004,1561.050000,3.8130E-004,1561.050000,3.8130E-004
1561.100000,3.7850E-004,1561.100000,3.7850E-004,1561.100000,3.7850E-004
1561.150000,3.7740E-004,1561.150000,3.7740E-004,1561.150000,3.7740E-004
1561.200000,3.7700E-004,1561.200000,3.7700E-004,1561.200000,3.7700E-004
1561.250000,3.7670E-004,1561.250000,3.7670E-004,1561.250000,3.7670E-004
1561.300000,3.7600E-004,1561.300000,3.7600E-004,1561.300000,3.7600E-004
1561.350000,3.7380E-004,1561.350000,3.7380E-004,1561.350000,3.7380E-004
1561.400000,3.7090E-004,1561.400000,3.7090E-004,1561.400000,3.7090E-004
1561.450000,3.6990E-004,1561.450000,3.6990E-004,1561.450000,3.6990E-004
1561.500000,3.7020E-004,1561.500000,3.7020E-004,1561.500000,3.7020E-004
1561.550000,3.7000E-004,1561.550000,3.7000E-004,1561.550000,3.7000E-004
1561.600000,3.6800E-004,1561.600000,3.6800E-004,1561.600000,3.6800E-004
1561.650000,3.6600E-004,1561.650000,3.6600E-004,1561.650000,3.6600E-004
1561.700000,3.6410E-004,1561.700000,3.6410E-004,1561.700000,3.6410E-004
1561.750000,3.6330E-004,1561.750000,3.6330E-004,1561.750000,3.6330E-004
1561.800000,3.6390E-004,1561.800000,3.6390E-004,1561.800000,3.6390E-004
1561.850000,3.6240E-004,1561.850000,3.6240E-004,1561.850000,3.6240E-004
1561.900000,3.5980E-004,1561.900000,3.5980E-004,1561.900000,3.5980E-004
1561.950000,3.5700E-004,1561.950000,3.5700E-004,1561.950000,3.5700E-004
1562.000000,3.5600E-004,1562.000000,3.5600E-004,1562.000000,3.5600E-004
1562.050000,3.5660E-004,1562.050000,3.5660E-004,1562.050000,3.5660E-004
1562.100000,3.5540E-004,1562.100000,3.5540E-004,1562.100000,3.5540E-004
1562.150000,3.5320E-004,1562.150000,3.5320E-004,1562.150000,3.5320E-004
1562.200000,3.5070E-004,1562.200000,3.5070E-004,1562.200000,3.5070E-004
1562.250000,3.4870E-004,1562.250000,3.4870E-004,1562.250000,3.4870E-004
1562.300000,3.4810E-004,1562.300000,3.4810E-004,1562.300000,3.4810E-004
1562.350000,3.4820E-004,1562.350000,3.4820E-004,1562.350000,3.4820E-004
1562.400000,3.4620E-004,1562.400000,3.4620E-004,1562.400000,3.4620E-004
1562.450000,3.4330E-004,1562.450000,3.4330E-004,1562.450000,3.4330E-004
1562.500000,3.4070E-004,1562.500000,3.4070E-004,1562.500000,3.4070E-004
1562.550000,3.3920E-004,1562.550000,3.3920E-004,1562.550000,3.3920E-004
1562.600000,3.3870E-004,1562.600000,3.3870E-004,1562.600000,3.3870E-004
1562.650000,3.3700E-004,1562.650000,3.3700E-004,1562.650000,3.3700E-004
1562.700000,3.3450E-004,1562.700000,3.3450E-004,1562.700000,3.3450E-004
1562.750000,3.3190E-004,1562.750000,3.3190E-004,1562.750000,3.3190E-004
1562.800000,3.3040E-004,1562.800000,3.3040E-004,1562.800000,3.3040E-004
1562.850000,3.2930E-004,1562.850000,3.2930E-004,1562.850000,3.2930E-004
1562.900000,3.2820E-004,1562.900000,3.2820E-004,1562.900000,3.2820E-004
1562.950000,3.2550E-004,1562.950000,3.2550E-004,1562.950000,3.2550E-004
1563.000000,3.2240E-004,1563.000000,3.2240E-004,1563.000000,3.2240E-004
1563.050000,3.2110E-004,1563.050000,3.2110E-004,1563.050000,3.2110E-004
1563.100000,3.1950E-004,1563.100000,3.1950E-004,1563.100000,3.1950E-004
1563.150000,3.1850E-004,1563.150000,3.1850E-004,1563.150000,3.1850E-004
1563.200000,3.1580E-004,1563.200000,3.1580E-004,1563.200000,3.1580E-004
1563.250000,3.1300E-004,1563.250000,3.1300E-004,1563.250000,3.1300E-004
1563.300000,3.1050E-004,1563.300000,3.1050E-004,1563.300000,3.1050E-004
1563.350000,3.0950E-004,1563.350000,3.0950E-004,1563.350000,3.0950E-004
1563.400000,3.0830E-004,1563.400000,3.0830E-004,1563.400000,3.0830E-004
1563.450000,3.0670E-004,1563.450000,3.0670E-004,1563.450000,3.0670E-004
1563.500000,3.0350E-004,1563.500000,3.0350E-004,1563.500000,3.0350E-004
1563.550000,3.0020E-004,1563.550000,3.0020E-004,1563.550000,3.0020E-004
1563.600000,2.9890E-004,1563.600000,2.9890E-004,1563.600000,2.9890E-004
1563.650000,2.9790E-004,1563.650000,2.9790E-004,1563.650000,2.9790E-004
1563.700000,2.9650E-004,1563.700000,2.9650E-004,1563.700000,2.9650E-004
1563.750000,2.9440E-004,1563.750000,2.9440E-004,1563.750000,2.9440E-004
1563.800000,2.9070E-004,1563.800000,2.9070E-004,1563.800000,2.9070E-004
1563.850000,2.8860E-004,1563.850000,2.8860E-004,1563.850000,2.8860E-004
1563.900000,2.8740E-004,1563.900000,2.8740E-004,1563.900000,2.8740E-004
1563.950000,2.8620E-004,1563.950000,2.8620E-004,1563.950000,2.8620E-004
1564.000000,2.8460E-004,1564.000000,2.8460E-004,1564.000000,2.8460E-004
1564.050000,2.8130E-004,1564.050000,2.8130E-004,1564.050000,2.8130E-004
1564.100000,2.7880E-004,1564.100000,2.7880E-004,1564.100000,2.7880E-004
1564.150000,2.7720E-004,1564.150000,2.7720E-004,1564.150000,2.7720E-004
1564.200000,2.7620E-004,1564.200000,2.7620E-004,1564.200000,2.7620E-004
1564.250000,2.7470E-004,1564.250000,2.7470E-004,1564.250000,2.7470E-004
1564.300000,2.7170E-004,1564.300000,2.7170E-004,1564.300000,2.7170E-004
1564.350000,2.6890E-004,1564.350000,2.6890E-004,1564.350000,2.6890E-004
1564.400000,2.6690E-004,1564.400000,2.6690E-004,1564.400000,2.6690E-004
1564.450000,2.6620E-004,1564.450000,2.6620E-004,1564.450000,2.6620E-004
1564.500000,2.6440E-004,1564.500000,2.6440E-004,1564.500000,2.6440E-004
1564.550000,2.6240E-004,1564.550000,2.6240E-004,1564.550000,2.6240E-004
1564.600000,2.5970E-004,1564.600000,2.5970E-004,1564.600000,2.5970E-004
1564.650000,2.5720E-004,1564.650000,2.5720E-004,1564.650000,2.5720E-004
1564.700000,2.5630E-004,1564.700000,2.5630E-004,1564.700000,2.5630E-004
1564.750000,2.5500E-004,1564.750000,2.5500E-004,1564.750000,2.5500E-004
1564.800000,2.5340E-004,1564.800000,2.5340E-004,1564.800000,2.5340E-004
1564.850000,2.5050E-004,1564.850000,2.5050E-004,1564.850000,2.5050E-004
1564.900000,2.4790E-004,1564.900000,2.4790E-004,1564.900000,2.4790E-004
1564.950000,2.4670E-004,1564.950000,2.4670E-004,1564.950000,2.4670E-004
1565.000000,2.4550E-004,1565.000000,2.4550E-004,1565.000000,2.4550E-004
1565.050000,2.4400E-004,1565.050000,2.4400E-004,1565.050000,2.4400E-004
1565.100000,2.4130E-004,1565.100000,2.4130E-004,1565.100000,2.4130E-004
1565.150000,2.3910E-004,1565.150000,2.3910E-004,1565.150000,2.3910E-004
1565.200000,2.3760E-004,1565.200000,2.3760E-004,1565.200000,2.3760E-004
1565.250000,2.3640E-004,1565.250000,2.3640E-004,1565.250000,2.3640E-004
1565.300000,2.3450E-004,1565.300000,2.3450E-004,1565.300000,2.3450E-004
1565.350000,2.3270E-004,1565.350000,2.3270E-004,1565.350000,2.3270E-004
1565.400000,2.3040E-004,1565.400000,2.3040E-004,1565.400000,2.3040E-004
1565.450000,2.2800E-004,1565.450000,2.2800E-004,1565.450000,2.2800E-004
1565.500000,2.2680E-004,1565.500000,2.2680E-004,1565.500000,2.2680E-004
1565.550000,2.2530E-004,1565.550000,2.2530E-004,1565.550000,2.2530E-004
1565.600000,2.2370E-004,1565.600000,2.2370E-004,1565.600000,2.2370E-004
1565.650000,2.2180E-004,1565.650000,2.2180E-004,1565.650000,2.2180E-004
1565.700000,2.1970E-004,1565.700000,2.1970E-004,1565.700000,2.1970E-004
1565.750000,2.1760E-004,1565.750000,2.1760E-004,1565.750000,2.1760E-004
1565.800000,2.1620E-004,1565.800000,2.1620E-004,1565.800000,2.1620E-004
1565.850000,2.1510E-004,1565.850000,2.1510E-004,1565.850000,2.1510E-004
1565.900000,2.1280E-004,1565.900000,2.1280E-004,1565.900000,2.1280E-004
1565.950000,2.1070E-004,1565.950000,2.1070E-004,1565.950000,2.1070E-004
1566.000000,2.0930E-004,1566.000000,2.0930E-004,1566.000000,2.0930E-004
1566.050000,2.0750E-004,1566.050000,2.0750E-004,1566.050000,2.0750E-004
1566.100000,2.0660E-004,1566.100000,2.0660E-004,1566.100000,2.0660E-004
1566.150000,2.0490E-004,1566.150000,2.0490E-004,1566.150000,2.0490E-004
1566.200000,2.0180E-004,1566.200000,2.0180E-004,1566.200000,2.0180E-004
1566.250000,2.0040E-004,1566.250000,2.0040E-004,1566.250000,2.0040E-004
1566.300000,1.9920E-004,1566.300000,1.9920E-004,1566.300000,1.9920E-004
1566.350000,1.9820E-004,1566.350000,1.9820E-004,1566.350000,1.9820E-004
1566.400000,1.9620E-004,1566.400000,1.9620E-004,1566.400000,1.9620E-004
1566.450000,1.9400E-004,1566.450000,1.9400E-004,1566.450000,1.9400E-004
1566.500000,1.9190E-004,1566.500000,1.9190E-004,1566.500000,1.9190E-004
1566.550000,1.9000E-004,1566.550000,1.9000E-004,1566.550000,1.9000E-004
1566.600000,1.8870E-004,1566.600000,1.8870E-004,1566.600000,1.8870E-004
1566.650000,1.8790E-004,1566.650000,1.8790E-004,1566.650000,1.8790E-004
1566.700000,1.8540E-004,1566.700000,1.8540E-004,1566.700000,1.8540E-004
1566.750000,1.8360E-004,1566.750000,1.8360E-004,1566.750000,1.8360E-004
1566.800000,1.8160E-004,1566.800000,1.8160E-004,1566.800000,1.8160E-004
1566.850000,1.8050E-004,1566.850000,1.8050E-004,1566.850000,1.8050E-004
1566.900000,1.7960E-004,1566.900000,1.7960E-004,1566.900000,1.7960E-004
1566.950000,1.7860E-004,1566.950000,1.7860E-004,1566.950000,1.7860E-004
1567.000000,1.7620E-004,1567.000000,1.7620E-004,1567.000000,1.7620E-004
1567.050000,1.7380E-004,1567.050000,1.7380E-004,1567.050000,1.7380E-004
1567.100000,1.7270E-004,1567.100000,1.7270E-004,1567.100000,1.7270E-004
1567.150000,1.7170E-004,1567.150000,1.7170E-004,1567.150000,1.7170E-004
1567.200000,1.7080E-004,1567.200000,1.7080E-004,1567.200000,1.7080E-004
1567.250000,1.6900E-004,1567.250000,1.6900E-004,1567.250000,1.6900E-004
1567.300000,1.6660E-004,1567.300000,1.6660E-004,1567.300000,1.6660E-004
1567.350000,1.6560E-004,1567.350000,1.6560E-004,1567.350000,1.6560E-004
1567.400000,1.6450E-004,1567.400000,1.6450E-004,1567.400000,1.6450E-004
1567.450000,1.6320E-004,1567.450000,1.6320E-004,1567.450000,1.6320E-004
1567.500000,1.6220E-004,1567.500000,1.6220E-004,1567.500000,1.6220E-004
1567.550000,1.6000E-004,1567.550000,1.6000E-004,1567.550000,1.6000E-004
1567.600000,1.5860E-004,1567.600000,1.5860E-004,1567.600000,1.5860E-004
1567.650000,1.5770E-004,1567.650000,1.5770E-004,1567.650000,1.5770E-004
1567.700000,1.5720E-004,1567.700000,1.5720E-004,1567.700000,1.5720E-004
1567.750000,1.5520E-004,1567.750000,1.5520E-004,1567.750000,1.5520E-004
1567.800000,1.5400E-004,1567.800000,1.5400E-004,1567.800000,1.5400E-004
1567.850000,1.5240E-004,1567.850000,1.5240E-004,1567.850000,1.5240E-004
1567.900000,1.5090E-004,1567.900000,1.5090E-004,1567.900000,1.5090E-004
1567.950000,1.5070E-004,1567.950000,1.5070E-004,1567.950000,1.5070E-004
1568.000000,1.4940E-004,1568.000000,1.4940E-004,1568.000000,1.4940E-004
1568.050000,1.4820E-004,1568.050000,1.4820E-004,1568.050000,1.4820E-004
1568.100000,1.4640E-004,1568.100000,1.4640E-004,1568.100000,1.4640E-004
1568.150000,1.4500E-004,1568.150000,1.4500E-004,1568.150000,1.4500E-004
1568.200000,1.4430E-004,1568.200000,1.4430E-004,1568.200000,1.4430E-004
1568.250000,1.4330E-004,1568.250000,1.4330E-004,1568.250000,1.4330E-004
1568.300000,1.4260E-004,1568.300000,1.4260E-004,1568.300000,1.4260E-004
1568.350000,1.4110E-004,1568.350000,1.4110E-004,1568.350000,1.4110E-004
1568.400000,1.3920E-004,1568.400000,1.3920E-004,1568.400000,1.3920E-004
1568.450000,1.3840E-004,1568.450000,1.3840E-004,1568.450000,1.3840E-004
1568.500000,1.3830E-004,1568.500000,1.3830E-004,1568.500000,1.3830E-004
1568.550000,1.3750E-004,1568.550000,1.3750E-004,1568.550000,1.3750E-004
1568.600000,1.3620E-004,1568.600000,1.3620E-004,1568.600000,1.3620E-004
1568.650000,1.3490E-004,1568.650000,1.3490E-004,1568.650000,1.3490E-004
1568.700000,1.3380E-004,1568.700000,1.3380E-004,1568.700000,1.3380E-004
1568.750000,1.3320E-004,1568.750000,1.3320E-004,1568.750000,1.3320E-004
1568.800000,1.3290E-004,1568.800000,1.3290E-004,1568.800000,1.3290E-004
1568.850000,1.3190E-004,1568.850000,1.3190E-004,1568.850000,1.3190E-004
1568.900000,1.3090E-004,1568.900000,1.3090E-004,1568.900000,1.3090E-004
1568.950000,1.2970E-004,1568.950000,1.2970E-004,1568.950000,1.2970E-004
1569.000000,1.2890E-004,1569.000000,1.2890E-004,1569.000000,1.2890E-004
1569.050000,1.2890E-004,1569.050000,1.2890E-004,1569.050000,1.2890E-004
1569.100000,1.2860E-004,1569.100000,1.2860E-004,1569.100000,1.2860E-004
1569.150000,1.2730E-004,1569.150000,1.2730E-004,1569.150000,1.2730E-004
1569.200000,1.2640E-004,1569.200000,1.2640E-004,1569.200000,1.2640E-004
1569.250000,1.2580E-004,1569.250000,1.2580E-004,1569.250000,1.2580E-004
1569.300000,1.2600E-004,1569.300000,1.2600E-004,1569.300000,1.2600E-004
1569.350000,1.2560E-004,1569.350000,1.2560E-004,1569.350000,1.2560E-004
1569.400000,1.2480E-004,1569.400000,1.2480E-004,1569.400000,1.2480E-004
1569.450000,1.2420E-004,1569.450000,1.2420E-004,1569.450000,1.2420E-004
1569.500000,1.2310E-004,1569.500000,1.2310E-004,1569.500000,1.2310E-004
1569.550000,1.2330E-004,1569.550000,1.2330E-004,1569.550000,1.2330E-004
1569.600000,1.2320E-004,1569.600000,1.2320E-004,1569.600000,1.2320E-004
1569.650000,1.2280E-004,1569.650000,1.2280E-004,1569.650000,1.2280E-004
1569.700000,1.2170E-004,1569.700000,1.2170E-004,1569.700000,1.2170E-004
1569.750000,1.2100E-004,1569.750000,1.2100E-004,1569.750000,1.2100E-004
1569.800000,1.2130E-004,1569.800000,1.2130E-004,1569.800000,1.2130E-004
1569.850000,1.2160E-004,1569.850000,1.2160E-004,1569.850000,1.2160E-004
1569.900000,1.2150E-004,1569.900000,1.2150E-004,1569.900000,1.2150E-004
1569.950000,1.2120E-004,1569.950000,1.2120E-004,1569.950000,1.2120E-004
1570.000000,1.2040E-004,1570.000000,1.2040E-004,1570.000000,1.2040E-004
1570.050000,1.2040E-004,1570.050000,1.2040E-004,1570.050000,1.2040E-004
1570.100000,1.2080E-004,1570.100000,1.2080E-004,1570.100000,1.2080E-004
1570.150000,1.2060E-004,1570.150000,1.2060E-004,1570.150000,1.2060E-004
1570.200000,1.2060E-004,1570.200000,1.2060E-004,1570.200000,1.2060E-004
1570.250000,1.2010E-004,1570.250000,1.2010E-004,1570.250000,1.2010E-004
1570.300000,1.1990E-004,1570.300000,1.1990E-004,1570.300000,1.1990E-004
1570.350000,1.2100E-004,1570.350000,1.2100E-004,1570.350000,1.2100E-004
1570.400000,1.2130E-004,1570.400000,1.2130E-004,1570.400000,1.2130E-004
1570.450000,1.2120E-004,1570.450000,1.2120E-004,1570.450000,1.2120E-004
1570.500000,1.2120E-004,1570.500000,1.2120E-004,1570.500000,1.2120E-004
1570.550000,1.2130E-004,1570.550000,1.2130E-004,1570.550000,1.2130E-004
1570.600000,1.2170E-004,1570.600000,1.2170E-004,1570.600000,1.2170E-004
1570.650000,1.2230E-004,1570.650000,1.2230E-004,1570.650000,1.2230E-004
1570.700000,1.2340E-004,1570.700000,1.2340E-004,1570.700000,1.2340E-004
1570.750000,1.2370E-004,1570.750000,1.2370E-004,1570.750000,1.2370E-004
1570.800000,1.2290E-004,1570.800000,1.2290E-004,1570.800000,1.2290E-004
1570.850000,1.2360E-004,1570.850000,1.2360E-004,1570.850000,1.2360E-004
1570.900000,1.2450E-004,1570.900000,1.2450E-004,1570.900000,1.2450E-004
1570.950000,1.2490E-004,1570.950000,1.2490E-004,1570.950000,1.2490E-004
1571.000000,1.2560E-004,1571.000000,1.2560E-004,1571.000000,1.2560E-004
1571.050000,1.2600E-004,1571.050000,1.2600E-004,1571.050000,1.2600E-004
1571.100000,1.2630E-004,1571.100000,1.2630E-004,1571.100000,1.2630E-004
1571.150000,1.2710E-004,1571.150000,1.2710E-004,1571.150000,1.2710E-004
1571.200000,1.2720E-004,1571.200000,1.2720E-004,1571.200000,1.2720E-004
1571.250000,1.2820E-004,1571.250000,1.2820E-004,1571.250000,1.2820E-004
1571.300000,1.2840E-004,1571.300000,1.2840E-004,1571.300000,1.2840E-004
1571.350000,1.2790E-004,1571.350000,1.2790E-004,1571.350000,1.2790E-004
1571.400000,1.2800E-004,1571.400000,1.2800E-004,1571.400000,1.2800E-004
